ID_CLIENT;ORIGINE_LEAD;SOURCE_LEAD;NIVEAU_LEAD;QUALITE_LEAD;CONTACT_PAR_MAIL;CONTACT_PAR_TELEPHONE;STATUT_ACTUEL;CONVERTI;NB_VISITES;DUREE_SUR_SITEWEB;NB_PAGES_VUES_PAR_VISITE;DERNIERE_ACTIVITE;DERNIERE_ACTIVITE_NOTABLE;PAYS;VILLE;SPECIALISATION;TAGS;INDEX_ACTIVITE;INDEX_PROFIL;SCORE_ACTIVITE;SCORE_PROFIL;ANNONCE_VUE;MAGAZINE;ARTICLE_JOURNAL;FORUM;JOURNAUX;PUB_DIGITALE;RECOMMANDATION;Comment avez-vous entendu parler de nous ?;Souhaites-tu recevoir plus d'infos sur notre cours ?;Souhaites-tu recevoir des mises à jour sur nos programmes ?;Souhaites-tu recevoir des mises à jour par message privé ?;Souhaites-tu payer par chèque ?;Souhaites-tu recevoir une copie de notre livre blanc ?
607213;API;Olark Chat;;;Non;Non;;0;0.0;0;0.0;Conversation Chat;Modifié;;;;;;;;;Non;Non;Non;Non;Non;Non;Non;;Non;Non;Non;Non;Non
648588;Soumission landing page;Google;Select;Pas sur;Non;Non;Sans emploi;0;2.0;121;2.0;Email ouvert;Email ouvert;India;Thane et sa périphérie;Banking, Investment And Insurance;Désactivé;Moyen;Elevé;14.0;17.0;Non;Non;Non;Non;Non;Non;Non;Sources diverses;Non;Non;Non;Non;Non
631563;Soumission landing page;Direct Traffic;Lead potentiel;Très pertinent;Non;Non;Sans emploi;1;7.0;1290;7.0;Email ouvert;Modifié;India;Mumbai;Human Resource Management;Fermé;Moyen;Elevé;15.0;20.0;Non;Non;Non;Non;Non;Non;Non;Select;Non;Non;Non;Non;Oui
583649;Soumission landing page;Google;Etudiant d'une certaine école;Pas du tout pertinent;Oui;Non;Sans emploi;0;11.0;190;3.67;Page visitée sur le site;Modifié;India;Mumbai;IT Projects Management;Déjà un étudiant;Elevé;Moyen;18.0;15.0;Non;Non;Non;Non;Non;Non;Non;Select;Non;Non;Non;Non;Oui
631352;Soumission landing page;Direct Traffic;;;Non;Non;;0;4.0;453;4.0;Page visitée sur le site;Page visitée sur le site;India;Autres villes de Maharashtra;Operations Management;;;;;;Non;Non;Non;Non;Non;Non;Non;;Non;Non;Non;Non;Oui
645791;Soumission landing page;Direct Traffic;Select;Pourrait être pertinent;Non;Non;Sans emploi;0;2.0;31;2.0;Email ouvert;Email ouvert;Saudi Arabia;Mumbai;Marketing Management;Intéressé par d'autres cours;Faible;Elevé;10.0;18.0;Non;Non;Non;Non;Non;Non;Non;Select;Non;Non;Non;Non;Oui
640067;API;Olark Chat;Select;;Non;Non;Sans emploi;0;0.0;0;0.0;Email ouvert;Modifié;;Select;Select;;Elevé;Moyen;16.0;15.0;Non;Non;Non;Non;Non;Non;Non;Select;Non;Non;Non;Non;Non
626475;API;Google;Select;;Non;Non;Sans emploi;1;5.0;633;5.0;SMS envoyé;SMS envoyé;India;Select;Select;;;;;;Non;Non;Non;Non;Non;Non;Non;Select;Non;Non;Non;Non;Non
635757;Soumission landing page;Google;Select;Pourrait être pertinent;Non;Non;Sans emploi;1;6.0;1252;3.0;Email ouvert;Email ouvert;India;Mumbai;Finance Management;Reviendra après avoir lu le courriel;Moyen;Elevé;14.0;18.0;Non;Non;Non;Non;Non;Non;Non;Recherche en ligne;Non;Non;Non;Non;Non
597776;API;Olark Chat;Select;;Non;Non;Sans emploi;0;0.0;0;0.0;Email ouvert;Email ouvert;;Select;Select;Mauvais numéro;;;;;Non;Non;Non;Non;Non;Non;Non;Select;Non;Non;Non;Non;Non
637899;Soumission landing page;Google;Select;;Non;Non;Sans emploi;0;4.0;177;4.0;Email ouvert;Email ouvert;India;Mumbai;Finance Management;Appelé;Moyen;Elevé;14.0;18.0;Non;Non;Non;Non;Non;Non;Non;Recherche en ligne;Non;Non;Non;Non;Non
654572;API;Google;Select;;Non;Non;Sans emploi;0;1.0;41;1.0;Converti en lead;Modifié;India;Select;Select;Appelé;Elevé;Moyen;16.0;15.0;Non;Non;Non;Non;Non;Non;Non;Select;Non;Non;Non;Non;Non
604698;Soumission landing page;Google;Lead potentiel;Pourrait être pertinent;Non;Non;Sans emploi;1;3.0;552;3.0;SMS envoyé;SMS envoyé;India;Mumbai;Media and Advertising;Reviendra après avoir lu le courriel;;;;;Non;Non;Non;Non;Non;Non;Non;Sources diverses;Non;Non;Non;Non;Non
626197;API;Google;Select;;Non;Non;Sans emploi;0;2.0;230;1.0;Email ouvert;Modifié;India;Select;Select;Intéressé par un MBA full-time;;;;;Non;Non;Non;Non;Non;Non;Non;Select;Non;Non;Non;Non;Non
602265;Soumission landing page;Direct Traffic;Lead potentiel;Pourrait être pertinent;Non;Non;Etudiant;1;8.0;178;4.0;Email ouvert;Email ouvert;India;Mumbai;Banking, Investment And Insurance;Reviendra après avoir lu le courriel;;;;;Non;Non;Non;Non;Non;Non;Non;Select;Non;Non;Non;Non;Oui
609517;Soumission landing page;Google;;;Non;Non;;0;6.0;397;6.0;SMS envoyé;Modifié;India;Thane et sa périphérie;Operations Management;;;;;;Non;Non;Non;Non;Non;Non;Non;Sources diverses;Non;Non;Non;Non;Non
614018;Soumission landing page;Organic Search;Lead potentiel;Pourrait être pertinent;Non;Non;Professionnel en activité;1;4.0;1189;4.0;SMS envoyé;SMS envoyé;India;Select;Business Administration;Reviendra après avoir lu le courriel;;;;;Non;Non;Non;Non;Non;Non;Non;Select;Non;Non;Non;Non;Non
655423;Soumission landing page;Google;Etudiant;Peu pertinent;Non;Non;Professionnel en activité;1;4.0;746;4.0;Email ouvert;Email ouvert;India;Mumbai;Human Resource Management;Reviendra après avoir lu le courriel;Moyen;Elevé;15.0;19.0;Non;Non;Non;Non;Non;Non;Non;Etudiant d'une certaine école;Non;Non;Non;Non;Non
580581;API;Olark Chat;Lead potentiel;Pas sur;Non;Non;Etudiant;0;0.0;0;0.0;A cliqué sur le lien dans le mail;A cliqué sur le lien dans le mail;;Select;Healthcare Management;Intéressé par un MBA full-time;Moyen;Moyen;15.0;13.0;Non;Non;Non;Non;Non;Non;Non;Select;Non;Non;Non;Non;Non
590620;Soumission landing page;Google;Select;Pas sur;Non;Non;Sans emploi;0;20.0;1334;2.0;Page visitée sur le site;Page visitée sur le site;India;Mumbai;IT Projects Management;Appelé;Faible;Moyen;11.0;15.0;Non;Non;Non;Non;Non;Non;Non;Select;Non;Non;Non;Non;Oui
585392;Soumission landing page;Direct Traffic;Lead potentiel;Pourrait être pertinent;Non;Non;Sans emploi;1;2.0;1486;2.0;Email ouvert;Email ouvert;India;Thane et sa périphérie;Human Resource Management;Reviendra après avoir lu le courriel;Moyen;Elevé;14.0;19.0;Non;Non;Non;Non;Non;Non;Non;Select;Non;Non;Non;Non;Oui
589847;Soumission landing page;Direct Traffic;Select;Pas sur;Oui;Non;Sans emploi;0;1.0;340;1.0;Email rejeté;Modifié;India;Mumbai;Finance Management;Déjà un étudiant;Moyen;Elevé;15.0;18.0;Non;Non;Non;Non;Non;Non;Non;Select;Non;Non;Non;Non;Oui
586550;API;Olark Chat;;;Oui;Non;;0;0.0;0;0.0;Email rejeté;Modifié;;;;;Moyen;Moyen;15.0;15.0;Non;Non;Non;Non;Non;Non;Non;;Non;Non;Non;Non;Non
584055;Soumission landing page;Organic Search;Lead potentiel;Pas sur;Non;Non;Sans emploi;0;8.0;203;8.0;Email ouvert;Email ouvert;India;Thane et sa périphérie;International Business;Raccroché;Moyen;Elevé;13.0;19.0;Non;Non;Non;Non;Non;Non;Non;Select;Non;Non;Non;Non;Oui
580457;API;Olark Chat;Lead potentiel;Pas du tout pertinent;Non;Non;Sans emploi;0;0.0;0;0.0;Email ouvert;Email ouvert;;Select;Select;Intéressé par d'autres cours;Moyen;Moyen;14.0;16.0;Non;Non;Non;Non;Non;Non;Non;Select;Non;Non;Non;Non;Non
657828;API;Olark Chat;Select;;Non;Non;Sans emploi;0;0.0;0;0.0;Conversation Chat;Modifié;;Select;Select;Intéressé par d'autres cours;Moyen;Moyen;15.0;15.0;Non;Non;Non;Non;Non;Non;Non;Select;Non;Non;Non;Non;Non
590711;Soumission landing page;Direct Traffic;Select;Pourrait être pertinent;Non;Non;Etudiant;1;4.0;1503;2.0;SMS envoyé;SMS envoyé;India;Mumbai;Healthcare Management;Reviendra après avoir lu le courriel;Moyen;Moyen;14.0;15.0;Non;Non;Non;Non;Non;Non;Non;Etudiant d'une certaine école;Non;Non;Non;Non;Non
654918;Soumission landing page;Direct Traffic;;;Non;Non;;1;2.0;1012;2.0;Formulaire soumis sur le site;Modifié;India;Mumbai;Finance Management;Perdu au profit d'un concurrent;Moyen;Elevé;13.0;18.0;Non;Non;Non;Non;Non;Non;Non;;Non;Non;Non;Non;Oui
596057;API;Google;;;Non;Non;;1;2.0;888;1.0;SMS envoyé;SMS envoyé;India;;;;;;;;Non;Non;Non;Non;Non;Non;Non;;Non;Non;Non;Non;Non
608834;Soumission landing page;Direct Traffic;Autre leads;Pas du tout pertinent;Non;Non;Sans emploi;0;2.0;167;2.0;Email ouvert;Email ouvert;India;Autres villes métropolitaines;Finance Management;Intéressé par d'autres cours;;;;;Non;Non;Non;Non;Non;Non;Non;Select;Non;Non;Non;Non;Oui
613087;API;Google;;;Non;Non;;0;13.0;58;2.6;Conversation Chat;Conversation Chat;India;;;;;;;;Non;Non;Non;Non;Non;Non;Non;;Non;Non;Non;Non;Non
639444;API;Google;Select;;Non;Non;Sans emploi;1;3.0;318;3.0;Email ouvert;Email ouvert;India;Select;Select;;Moyen;Moyen;15.0;15.0;Non;Non;Non;Non;Non;Non;Non;Select;Non;Non;Non;Non;Non
656381;Soumission landing page;Direct Traffic;;;Non;Non;;0;3.0;1346;3.0;Email ouvert;Email ouvert;India;Autres villes de Maharashtra;Human Resource Management;;Moyen;Elevé;13.0;17.0;Non;Non;Non;Non;Non;Non;Non;;Non;Non;Non;Non;Oui
601382;API;Organic Search;Select;;Non;Non;Sans emploi;0;1.0;534;1.0;Converti en lead;Modifié;India;Select;Select;Appelé;;;;;Non;Non;Non;Non;Non;Non;Non;Select;Non;Non;Non;Non;Non
657138;API;Google;;;Non;Non;;0;7.0;207;3.5;Email ouvert;Email ouvert;India;;;;Moyen;Moyen;14.0;15.0;Non;Non;Non;Non;Non;Non;Non;;Non;Non;Non;Non;Non
596541;Soumission landing page;Direct Traffic;Autre leads;Pas sur;Non;Non;Sans emploi;1;3.0;166;3.0;SMS envoyé;SMS envoyé;India;Mumbai;Marketing Management;Occupé;;;;;Non;Non;Non;Non;Non;Non;Non;Etudiant d'une certaine école;Non;Non;Non;Non;Oui
592484;API;Google;Select;;Non;Non;Sans emploi;1;2.0;15;1.0;Email ouvert;Email ouvert;India;Select;Operations Management;;Elevé;Moyen;16.0;15.0;Non;Non;Non;Non;Non;Non;Non;Select;Non;Non;Non;Non;Non
601714;API;Olark Chat;;;Non;Non;;0;0.0;0;0.0;A cliqué sur le lien dans le mail;A cliqué sur le lien dans le mail;;;;;;;;;Non;Non;Non;Non;Non;Non;Non;;Non;Non;Non;Non;Non
613655;Soumission landing page;Direct Traffic;;;Non;Non;;1;7.0;1164;7.0;SMS envoyé;SMS envoyé;India;Mumbai;Travel and Tourism;;;;;;Non;Non;Non;Non;Non;Non;Non;;Non;Non;Non;Non;Oui
609041;Soumission landing page;Direct Traffic;;;Oui;Non;;0;15.0;56;5.0;Page visitée sur le site;Modifié;India;Mumbai;Supply Chain Management;;;;;;Non;Non;Non;Non;Non;Non;Non;;Non;Non;Non;Non;Oui
596770;Formulaire Lead Add;Reference;Autre leads;Peu pertinent;Non;Non;Professionnel en activité;1;0.0;0;0.0;Email ouvert;Email ouvert;;Autres villes;Marketing Management;Reviendra après avoir lu le courriel;;;;;Non;Non;Non;Non;Non;Non;Non;Select;Non;Non;Non;Non;Non
636453;Soumission landing page;Direct Traffic;;;Non;Non;;0;2.0;334;2.0;Injoignable;Modifié;India;Autres villes;Rural and Agribusiness;;Faible;Moyen;12.0;13.0;Non;Non;Non;Non;Non;Non;Non;;Non;Non;Non;Non;Oui
602101;Soumission landing page;Direct Traffic;Etudiant d'une certaine école;Pas du tout pertinent;Non;Non;Sans emploi;0;1.0;28;1.0;Converti en lead;Modifié;India;Autres villes;Retail Management;Déjà un étudiant;;;;;Non;Non;Non;Non;Non;Non;Non;Select;Non;Non;Non;Non;Oui
604114;API;Olark Chat;Select;;Non;Non;Sans emploi;1;0.0;0;0.0;SMS envoyé;SMS envoyé;;Select;Select;;;;;;Non;Non;Non;Non;Non;Non;Non;Select;Non;Non;Non;Non;Non
633731;API;Google;;;Non;Non;;0;2.0;940;1.0;SMS envoyé;Modifié;India;;;;Moyen;Moyen;14.0;15.0;Non;Non;Non;Non;Non;Non;Non;;Non;Non;Non;Non;Non
580353;Soumission landing page;Organic Search;Lead potentiel;Pas du tout pertinent;Non;Non;Sans emploi;0;5.0;255;5.0;Page visitée sur le site;Modifié;United States;Mumbai;IT Projects Management;Ne pas suivre de formation continue;Moyen;Elevé;15.0;17.0;Non;Non;Non;Non;Non;Non;Non;Select;Non;Non;Non;Non;Oui
612180;Soumission landing page;Direct Traffic;Select;;Oui;Non;Sans emploi;0;3.0;389;3.0;Désinscrit;Désinscrit;Saudi Arabia;Autres villes;Operations Management;Numéro invalide;;;;;Non;Non;Non;Non;Non;Non;Non;Select;Non;Non;Non;Non;Oui
645755;API;Olark Chat;Select;;Non;Non;Sans emploi;1;0.0;0;0.0;Email ouvert;Email ouvert;;Select;Select;;Moyen;Moyen;15.0;15.0;Non;Non;Non;Non;Non;Non;Non;Select;Non;Non;Non;Non;Non
648125;API;Google;Select;Pas sur;Non;Non;Sans emploi;0;2.0;343;2.0;Email ouvert;Email ouvert;India;Select;Marketing Management;Numéro non fourni;Moyen;Moyen;14.0;15.0;Non;Non;Non;Non;Non;Non;Non;Select;Non;Non;Non;Non;Non
622631;Soumission landing page;Google;;;Non;Non;;1;5.0;1761;5.0;Email ouvert;Modifié;India;Mumbai;Operations Management;;;;;;Non;Non;Non;Non;Non;Non;Non;Bouche à oreille;Non;Non;Non;Non;Non
641113;API;Olark Chat;;;Non;Non;;0;0.0;0;0.0;Conversation Chat;Modifié;;;;;Elevé;Moyen;17.0;15.0;Non;Non;Non;Non;Non;Non;Non;;Non;Non;Non;Non;Non
602919;API;Olark Chat;;;Non;Non;;0;0.0;0;0.0;Conversation Chat;Modifié;;;;;;;;;Non;Non;Non;Non;Non;Non;Non;;Non;Non;Non;Non;Non
588035;Formulaire Lead Add;Reference;Lead potentiel;Pourrait être pertinent;Oui;Non;Professionnel en activité;1;0.0;0;0.0;SMS envoyé;Modifié;;Select;Healthcare Management;Reviendra après avoir lu le courriel;Moyen;Moyen;14.0;16.0;Non;Non;Non;Non;Non;Non;Non;Select;Non;Non;Non;Non;Non
614441;Soumission landing page;Direct Traffic;;;Non;Non;;1;2.0;267;2.0;SMS envoyé;Modifié;India;Mumbai;E-COMMERCE;Perdu au profit d'un concurrent;;;;;Non;Non;Non;Non;Non;Non;Non;;Non;Non;Non;Non;Oui
613099;Soumission landing page;Direct Traffic;Select;Pas du tout pertinent;Non;Non;Sans emploi;0;3.0;458;3.0;Email ouvert;Email ouvert;India;Mumbai;Travel and Tourism;Déjà un étudiant;;;;;Non;Non;Non;Non;Non;Non;Non;Select;Non;Non;Non;Non;Oui
605273;Formulaire Lead Add;Reference;Lead potentiel;Pourrait être pertinent;Non;Non;Professionnel en activité;1;0.0;0;0.0;SMS envoyé;SMS envoyé;;Select;International Business;Reviendra après avoir lu le courriel;;;;;Non;Non;Non;Non;Non;Non;Non;Select;Non;Non;Non;Non;Non
611410;Soumission landing page;Direct Traffic;Select;Pourrait être pertinent;Non;Non;Sans emploi;1;4.0;1477;4.0;SMS envoyé;SMS envoyé;India;Mumbai;Banking, Investment And Insurance;Reviendra après avoir lu le courriel;;;;;Non;Non;Non;Non;Non;Non;Non;Select;Non;Non;Non;Non;Oui
631747;API;Olark Chat;Select;;Non;Non;Sans emploi;0;1.0;241;1.0;Email ouvert;Email ouvert;India;Mumbai;Human Resource Management;Appelé;;;;;Non;Non;Non;Non;Non;Non;Non;Bouche à oreille;Non;Non;Non;Non;Non
645128;Soumission landing page;Direct Traffic;Autre leads;Pourrait être pertinent;Non;Non;Etudiant;1;4.0;664;2.0;Email ouvert;Email ouvert;India;Mumbai;Business Administration;Diplôme en cours;Moyen;Elevé;14.0;18.0;Non;Non;Non;Non;Non;Non;Non;Etudiant d'une certaine école;Non;Non;Non;Non;Oui
637650;Soumission landing page;Google;Select;Pas sur;Non;Non;Sans emploi;1;2.0;1059;2.0;SMS envoyé;Modifié;India;Mumbai;Business Administration;Occupé;Moyen;Elevé;14.0;18.0;Non;Non;Non;Non;Non;Non;Non;Bouche à oreille;Non;Non;Non;Non;Non
630331;API;Google;Lead potentiel;Pourrait être pertinent;Non;Non;Sans emploi;1;4.0;1656;2.0;Conversation Chat;Modifié;India;Select;Select;Diplôme en cours;Elevé;Moyen;16.0;16.0;Non;Non;Non;Non;Non;Non;Non;Select;Non;Non;Non;Non;Non
643789;API;Google;;;Non;Non;;1;2.0;1794;2.0;SMS envoyé;SMS envoyé;India;;;;Moyen;Moyen;14.0;15.0;Non;Non;Non;Non;Non;Non;Non;;Non;Non;Non;Non;Non
620113;Soumission landing page;Direct Traffic;Select;Pas du tout pertinent;Non;Non;Sans emploi;0;4.0;162;4.0;Conversation Chat;Conversation Chat;India;Autres villes de Maharashtra;Human Resource Management;Intéressé par d'autres cours;;;;;Non;Non;Non;Non;Non;Non;Non;Select;Non;Non;Non;Non;Oui
614151;Soumission landing page;Direct Traffic;Autre leads;Pas sur;Non;Non;Sans emploi;1;4.0;980;2.0;Page visitée sur le site;Page visitée sur le site;India;Mumbai;Marketing Management;Occupé;;;;;Non;Non;Non;Non;Non;Non;Non;Select;Non;Non;Non;Non;Oui
602744;Soumission landing page;Google;;;Non;Non;;1;3.0;758;1.5;SMS envoyé;SMS envoyé;India;Mumbai;Finance Management;;;;;;Non;Non;Non;Non;Non;Non;Non;Sources diverses;Non;Non;Non;Non;Non
624831;Soumission landing page;Organic Search;Select;Pourrait être pertinent;Non;Non;Sans emploi;0;4.0;793;4.0;Email ouvert;Email ouvert;Nigeria;Autres villes;Human Resource Management;Désactivé;;;;;Non;Non;Non;Non;Non;Non;Non;Select;Non;Non;Non;Non;Oui
650258;Soumission landing page;Google;Select;Pas sur;Non;Non;Sans emploi;1;2.0;1704;2.0;Formulaire soumis sur le site;Modifié;India;Mumbai;Finance Management;Occupé;Moyen;Elevé;13.0;18.0;Non;Non;Non;Non;Non;Non;Non;Etudiant d'une certaine école;Non;Non;Non;Non;Non
597956;API;Olark Chat;Etudiant d'une certaine école;Pas du tout pertinent;Non;Non;Etudiant;0;0.0;0;0.0;Conversation Chat;Modifié;;Select;Select;Déjà un étudiant;;;;;Non;Non;Non;Non;Non;Non;Non;Select;Non;Non;Non;Non;Non
639056;Soumission landing page;Organic Search;Select;Pourrait être pertinent;Non;Non;Sans emploi;1;5.0;1728;5.0;SMS envoyé;SMS envoyé;India;Mumbai;IT Projects Management;Reviendra après avoir lu le courriel;Moyen;Moyen;15.0;15.0;Non;Non;Non;Non;Non;Non;Non;Select;Non;Non;Non;Non;Oui
610453;Soumission landing page;Direct Traffic;;;Non;Non;;0;4.0;15;4.0;Email ouvert;Modifié;India;Thane et sa périphérie;Business Administration;;;;;;Non;Non;Non;Non;Non;Non;Non;Sources diverses;Non;Non;Non;Non;Oui
590686;API;Olark Chat;Select;;Non;Non;Sans emploi;1;0.0;0;0.0;SMS envoyé;SMS envoyé;;Select;Select;;Elevé;Moyen;16.0;15.0;Non;Non;Non;Non;Non;Non;Non;Select;Non;Non;Non;Non;Non
582868;API;Olark Chat;Etudiant d'une certaine école;Pas du tout pertinent;Non;Non;Etudiant;1;0.0;0;0.0;Email ouvert;Email ouvert;;Select;Select;Perdu au profit d'un concurrent;Elevé;Moyen;17.0;14.0;Non;Non;Non;Non;Non;Non;Non;Select;Non;Non;Non;Non;Non
587409;API;Organic Search;Select;Pas sur;Non;Non;Sans emploi;0;2.0;348;1.0;Conversation Chat;Modifié;India;Select;Select;Intéressé par un MBA full-time;Moyen;Moyen;15.0;15.0;Non;Non;Non;Non;Non;Non;Non;Select;Non;Non;Non;Non;Non
639600;API;Olark Chat;;;Non;Non;;0;0.0;0;0.0;Conversation Chat;Modifié;;;;;Elevé;Moyen;17.0;15.0;Non;Non;Non;Non;Non;Non;Non;;Non;Non;Non;Non;Non
642881;Soumission landing page;Google;Lead potentiel;Peu pertinent;Non;Non;Sans emploi;1;5.0;1024;5.0;Email ouvert;Email ouvert;India;Mumbai;Finance Management;Reviendra après avoir lu le courriel;Moyen;Elevé;13.0;20.0;Non;Non;Non;Non;Non;Non;Non;Autre;Non;Non;Non;Non;Non
589404;API;Olark Chat;;;Non;Non;;0;0.0;0;0.0;Conversation Chat;Conversation Chat;;;;;Elevé;Moyen;17.0;15.0;Non;Non;Non;Non;Non;Non;Non;;Non;Non;Non;Non;Non
643787;Soumission landing page;Direct Traffic;Autre leads;Pas sur;Non;Non;Sans emploi;1;2.0;850;2.0;Email ouvert;Email ouvert;India;Autres villes;Business Administration;Occupé;Moyen;Moyen;15.0;16.0;Non;Non;Non;Non;Non;Non;Non;Bouche à oreille;Non;Non;Non;Non;Non
660534;API;Referral Sites;Select;Pourrait être pertinent;Non;Non;Sans emploi;0;6.0;973;6.0;A cliqué sur le lien dans le mail;Modifié;India;Select;Select;Intéressé par d'autres cours;Moyen;Moyen;13.0;13.0;Non;Non;Non;Non;Non;Non;Non;Select;Non;Non;Non;Non;Non
614238;Soumission landing page;Direct Traffic;;;Non;Non;;1;2.0;1380;2.0;SMS envoyé;SMS envoyé;India;Autres villes;Marketing Management;;;;;;Non;Non;Non;Non;Non;Non;Non;Sources diverses;Non;Non;Non;Non;Non
628357;API;Organic Search;;;Oui;Non;;0;2.0;216;1.0;Désinscrit;Désinscrit;India;;;;;;;;Non;Non;Non;Non;Non;Non;Non;;Non;Non;Non;Non;Non
581159;API;Olark Chat;;;Non;Non;;1;0.0;0;0.0;Conversation Chat;Modifié;;;;;Elevé;Moyen;16.0;15.0;Non;Non;Non;Non;Non;Non;Non;;Non;Non;Non;Non;Non
614573;Soumission landing page;Google;Lead potentiel;Peu pertinent;Non;Non;Sans emploi;1;3.0;1590;3.0;SMS envoyé;SMS envoyé;India;Autres villes de Maharashtra;IT Projects Management;Reviendra après avoir lu le courriel;;;;;Non;Non;Non;Non;Non;Non;Non;Recherche en ligne;Non;Non;Non;Non;Non
640527;API;Olark Chat;Etudiant d'une certaine école;Pas du tout pertinent;Non;Non;Etudiant;0;0.0;0;0.0;Conversation Chat;Modifié;;Select;Select;Déjà un étudiant;Elevé;Moyen;17.0;14.0;Non;Non;Non;Non;Non;Non;Non;Select;Non;Non;Non;Non;Non
645089;Soumission landing page;Google;Lead potentiel;Très pertinent;Non;Non;Sans emploi;1;10.0;1467;10.0;Email ouvert;Email ouvert;Netherlands;Thane et sa périphérie;Operations Management;Reviendra après avoir lu le courriel;Moyen;Elevé;15.0;19.0;Non;Non;Non;Non;Non;Non;Non;Select;Non;Non;Non;Non;Oui
627085;API;Olark Chat;;;Non;Non;;0;0.0;0;0.0;Email ouvert;Email ouvert;;;;;;;;;Non;Non;Non;Non;Non;Non;Non;;Non;Non;Non;Non;Non
597984;Soumission landing page;Organic Search;Select;Pas sur;Non;Non;Sans emploi;0;7.0;212;3.5;SMS envoyé;SMS envoyé;India;Mumbai;Business Administration;Appelé;;;;;Non;Non;Non;Non;Non;Non;Non;Select;Non;Non;Non;Non;Oui
628949;Soumission landing page;Direct Traffic;Autre leads;Pourrait être pertinent;Non;Non;Professionnel en activité;1;4.0;692;4.0;Email ouvert;Email ouvert;India;Autres villes de Maharashtra;Operations Management;Reviendra après avoir lu le courriel;;;;;Non;Non;Non;Non;Non;Non;Non;Select;Non;Non;Non;Non;Non
627445;API;Olark Chat;;;Non;Non;;0;0.0;0;0.0;Email ouvert;Modifié;;;;;;;;;Non;Non;Non;Non;Non;Non;Non;;Non;Non;Non;Non;Non
656492;Formulaire Lead Add;Welingak Website;Etudiant;Très pertinent;Non;Non;Sans emploi;1;0.0;0;0.0;Email ouvert;Modifié;;Mumbai;Human Resource Management;Fermé;Moyen;Elevé;15.0;18.0;Non;Non;Non;Non;Non;Non;Non;Select;Non;Non;Non;Non;Non
589441;Soumission landing page;Google;Select;Pas sur;Non;Non;Sans emploi;0;5.0;24;5.0;Email ouvert;Email ouvert;India;Mumbai;Marketing Management;Appelé;Moyen;Elevé;14.0;18.0;Non;Non;Non;Non;Non;Non;Non;Publicité;Non;Non;Non;Non;Non
602677;API;Olark Chat;Etudiant d'une certaine école;Pas du tout pertinent;Non;Non;Sans emploi;0;0.0;0;0.0;Email ouvert;Email ouvert;;Select;Select;Déjà un étudiant;;;;;Non;Non;Non;Non;Non;Non;Non;Select;Non;Non;Non;Non;Non
632243;API;Olark Chat;Select;;Non;Non;Sans emploi;0;4.0;1723;4.0;Email ouvert;Email ouvert;India;Autres villes de Maharashtra;Banking, Investment And Insurance;Appelé;Moyen;Moyen;13.0;15.0;Non;Non;Non;Non;Non;Non;Non;Bouche à oreille;Non;Non;Non;Non;Non
610418;API;Google;Autre leads;Peu pertinent;Non;Non;Sans emploi;0;3.0;152;3.0;Conversation Chat;Modifié;India;Select;Select;Diplôme en cours;;;;;Non;Non;Non;Non;Non;Non;Non;Select;Non;Non;Non;Non;Non
623056;API;Olark Chat;;;Non;Non;;0;0.0;0;0.0;Conversation Chat;Modifié;;;;;;;;;Non;Non;Non;Non;Non;Non;Non;;Non;Non;Non;Non;Non
616225;Soumission landing page;Direct Traffic;Select;;Non;Non;Sans emploi;0;4.0;419;1.33;Email ouvert;Email ouvert;India;Mumbai;Marketing Management;Numéro invalide;;;;;Non;Non;Non;Non;Non;Non;Non;Select;Non;Non;Non;Non;Oui
584202;API;Olark Chat;Select;Pourrait être pertinent;Non;Non;Professionnel en activité;1;4.0;1137;1.33;Injoignable;Injoignable;India;Autres villes métropolitaines;Operations Management;Reviendra après avoir lu le courriel;Moyen;Moyen;15.0;14.0;Non;Non;Non;Non;Non;Non;Non;Select;Non;Non;Non;Non;Oui
645176;API;Google;Lead potentiel;Pourrait être pertinent;Non;Non;Sans emploi;1;2.0;1345;2.0;Email ouvert;Email ouvert;India;Select;Marketing Management;Reviendra après avoir lu le courriel;Moyen;Moyen;13.0;16.0;Non;Non;Non;Non;Non;Non;Non;Select;Non;Non;Non;Non;Non
608081;Soumission landing page;Organic Search;Select;Pourrait être pertinent;Non;Non;Sans emploi;1;7.0;14;1.75;SMS envoyé;SMS envoyé;India;Mumbai;E-COMMERCE;Reviendra après avoir lu le courriel;;;;;Non;Non;Non;Non;Non;Non;Non;Etudiant d'une certaine école;Non;Non;Non;Non;Non
581667;Soumission landing page;Direct Traffic;Lead potentiel;Pas sur;Non;Non;Sans emploi;0;2.0;321;2.0;SMS envoyé;SMS envoyé;India;Mumbai;Banking, Investment And Insurance;Appelé;Moyen;Elevé;14.0;20.0;Non;Non;Non;Non;Non;Non;Non;Select;Non;Non;Non;Non;Oui
585851;Soumission landing page;Direct Traffic;Select;;Non;Non;Sans emploi;0;10.0;793;10.0;Email ouvert;Email ouvert;;Autres villes métropolitaines;Business Administration;Numéro invalide;Moyen;Moyen;13.0;16.0;Non;Non;Non;Non;Non;Non;Non;Select;Non;Non;Non;Non;Oui
